1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,2000,"[5.875,100][5.0,400]",0.3,0.2,237520
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,5.909090909090909,5800,"[5.909090909090909,100]",0.3,0.2,238320
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.5,6800,"[5.785714285714286,100][4.0,300][0.5,600]",0.3,0.2,239120
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,5.785714285714286,3000,"[5.785714285714286,100]",0.3,0.2,240750
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.7977528089887641,4900,"[5.909090909090909,100][0.7977528089887641,2600]",0.3,0.2,241570
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,1600,"[5.8125,100]",0.3,0.2,239920
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0.2,243190
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1800,"[5.857142857142857,100]",0.3,0.2,245670
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.7988826815642458,6700,"[5.785714285714286,100][4.0,400][0.8312400495312223,500][0.7988826815642458,1700]",0.3,0.2,242370
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0.2,244010
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,2600,"[5.25,100]",0.3,0.2,244840
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,1800,"[4.5,100]",0.3,0.2,246490
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9523809523809523,6600,"[0.9523809523809523,100]",0.3,0.2,247330
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9583333333333334,6700,"[4.5,100][0.9583333333333334,1400]",0.3,0.2,248180
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.9696969696969697,7000,"[4.5,100][0.9696969696969697,1200]",0.3,0.2,249870
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,0.9722222222222222,13600,"[0.9722222222222222,100]",0.3,0.2,250740
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.333333333333334,8000,"[5.896551724137931,100][5.333333333333334,2900]",0.3,0.2,251640
1,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9666666666666667,5800,"[4.5,100][0.9666666666666667,200]",0.3,0.2,249020
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,1600,"[5.875,100][5.0,300]",0.3,0.2,270950
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.5,5500,"[5.909090909090909,100][0.5,300]",0.3,0.2,271900
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.5,6300,"[5.785714285714286,100][4.5,300][4.0,600][0.5,1300]",0.3,0.2,272820
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,2500,"[5.8125,100]",0.3,0.2,273800
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,2300,"[5.785714285714286,100][4.5,300]",0.3,0.2,274770
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,5.909090909090909,6200,"[5.909090909090909,100]",0.3,0.2,275750
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.7988826815642458,6700,"[5.785714285714286,100][4.0,200][0.7988826815642458,400]",0.3,0.2,276750
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0.2,277750
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0.2,278780
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,2900,"[5.25,100]",0.3,0.2,279800
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,1200,"[5.857142857142857,100]",0.3,0.2,280790
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,1900,"[4.5,100]",0.3,0.2,281780
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9523809523809523,6600,"[5.833333333333333,100][4.0,600][0.9523809523809523,1600]",0.3,0.2,282910
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9583333333333334,5300,"[5.950819672131147,100][4.5,200][0.9583333333333334,600]",0.3,0.2,284010
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,0.9666666666666667,6000,"[4.5,100][0.9666666666666667,500]",0.3,0.2,285180
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.9696969696969697,6300,"[4.5,100][0.9696969696969697,1700]",0.3,0.2,286210
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,4.5,7600,"[4.5,100]",0.3,0.2,287500
2,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.333333333333334,6000,"[5.896551724137931,100][5.333333333333334,4100]",0.3,0.2,288720
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,2600,"[5.875,100][5.0,400]",0.3,0.2,321080
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,5.909090909090909,19500,"[5.909090909090909,100]",0.3,0.2,322190
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,5.785714285714286,21600,"[5.785714285714286,100]",0.3,0.2,323430
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,2100,"[5.8125,100]",0.3,0.2,324590
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,6,62328,0.7977528089887641,7400,"[5.909090909090909,100][0.7977528089887641,600]",0.3,0.2,326900
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,2600,"[5.785714285714286,100][4.5,400]",0.3,0.2,325730
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,7,62328,0.7988826815642458,8200,"[5.785714285714286,100][4.0,300][0.7988826815642458,1200]",0.3,0.2,328130
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,8,62328,,,,0.3,0.2,329250
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,9,62328,,,,0.3,0.2,330550
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,10,62328,5.25,4700,"[5.25,100]",0.3,0.2,331630
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,11,62328,5.857142857142857,2400,"[5.857142857142857,100]",0.3,0.2,332960
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,12,62328,4.5,2400,"[4.5,100]",0.3,0.2,334200
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,21,62328,0.9523809523809523,7200,"[5.833333333333333,100][0.9523809523809523,800]",0.3,0.2,335560
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,30,62328,4.5,10400,"[4.5,100]",0.3,0.2,337980
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,24,62328,0.9583333333333334,6500,"[5.950819672131147,100][4.5,900][0.9583333333333334,1900]",0.3,0.2,336770
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,33,62328,0.9696969696969697,8700,"[4.5,100][0.9696969696969697,6200]",0.3,0.2,339480
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,36,62328,4.5,600,"[4.5,100]",0.3,0.2,340970
3,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,39,62328,5.25,6400,"[5.896551724137931,100][5.25,1500]",0.3,0.2,342530
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,1,62328,5.0,2100,"[5.875,100][5.0,500]",0.3,0.2,388010
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,2,62328,0.5,6100,"[5.909090909090909,100][0.5,700]",0.3,0.2,389490
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,3,62328,0.5,7400,"[5.785714285714286,100][0.5,300]",0.3,0.2,391120
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,4,62328,5.8125,2700,"[5.8125,100]",0.3,0.2,392770
4,xwiki,XWIKI-13708,8.2.1,java.lang.NullPointerException,5,62328,4.5,1800,"[5.785714285714286,100][4.5,400]",0.3,0.2,393910
